caseid,start,end,imp_misconduct,imp_private_gain,imp_monitor_opponents,imp_equal_rights,imp_journalists,imp_private_violence,imp_free_speech,imp_patriotism,imp_foreign_influence,imp_ban_ideology,imp_voting_rights,imp_votes_impact,imp_election_fraud,imp_expand_executive,imp_legislature_check,imp_judiciary_check,imp_judicial_ind,imp_participation,imp_funds_transparent,imp_contributions,imp_opinions,imp_districts,imp_common_und,imp_compromise,imp_candidates_disclose,imp_protest,imp_investigations,perf_misconduct,perf_private_gain,perf_monitor_opponents,perf_equal_rights,perf_journalists,perf_private_violence,perf_free_speech,perf_patriotism,perf_foreign_influence,perf_ban_ideology,perf_voting_rights,perf_votes_impact,perf_election_fraud,perf_expand_executive,perf_legislature_check,perf_judiciary_check,perf_judicial_ind,perf_participation,perf_funds_transparent,perf_contributions,perf_opinions,perf_districts,perf_common_und,perf_compromise,perf_candidates_disclose,perf_protest,perf_investigations,US_2017_SEPT,faculty_rank,field,wave,imp_science,imp_restraint,perf_science,perf_restraint,US_2017_FEB,US_2017_MAY,US_2015,US_2005,US_1995,US_1985,US_1975,US_1950,US_1900,US_1850,US_1800,democracy_importance,US_democracy_rating
W1BLW0009504,2017-02-15 08:16:42,2017-02-15 08:24:39,1,2,3,3,3,3,3,1,2,3,3,3,3,3,2,2,2,,,,,,,,,,,2,2,1,2,2,3,3,1,,3,2,1,3,2,2,3,3,,,,,,,,,,,,,,1,1,1,1,1,50,,,,,,,,,,,,
W1BLW0007026,2017-02-15 08:18:36,2017-02-15 08:24:53,1,2,2,2,2,2,3,1,2,2,3,2,3,3,2,1,2,,,,,,,,,,,2,1,3,3,2,3,4,2,3,4,3,2,4,3,3,3,2,,,,,,,,,,,,,,1,1,1,2,1,90,,,,,,,,,,,,
W1BLW0005199,2017-02-15 08:26:49,2017-02-15 08:33:55,2,1,1,2,3,2,3,0,1,3,3,2,3,3,3,3,3,,,,,,,,,,,3,3,3,4,3,4,4,3,3,4,3,3,4,3,3,4,3,,,,,,,,,,,,,,1,0,1,2,3,90,,,,,,,,,,,,
W1BLW0003594,2017-02-15 08:31:24,2017-02-15 08:35:13,2,2,3,3,3,3,3,1,2,3,3,2,3,3,1,1,1,,,,,,,,,,,,1,2,2,4,3,3,1,2,4,3,1,4,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,1,80,,,,,,,,,,,,
W1BLW0001763,2017-02-15 08:30:19,2017-02-15 08:35:14,1,1,2,3,2,2,3,1,2,2,3,3,3,1,2,2,2,,,,,,,,,,,2,2,2,3,3,3,4,1,3,3,3,3,4,2,3,3,3,,,,,,,,,,,,,,1,1,1,2,2,70,,,,,,,,,,,,
W1BLW0001493,2017-02-15 08:33:42,2017-02-15 08:39:02,2,1,1,0,2,0,3,0,3,3,3,1,3,1,3,3,2,,,,,,,,,,,3,2,3,4,4,2,4,2,4,4,4,4,4,2,4,4,3,,,,,,,,,,,,,,1,0,0,2,2,90,,,,,,,,,,,,
W1BLW0002573,2017-02-15 08:35:16,2017-02-15 08:39:43,2,1,2,2,2,2,2,0,3,1,2,1,2,1,2,1,1,,,,,,,,,,,1,1,3,2,3,2,3,2,1,3,2,2,3,1,2,2,2,,,,,,,,,,,,,,1,1,1,2,2,80,,,,,,,,,,,,
W1BLW0003548,2017-02-15 08:36:22,2017-02-15 08:44:02,2,2,2,3,3,1,3,0,2,3,3,2,3,2,3,3,3,,,,,,,,,,,3,2,3,2,4,3,4,2,3,4,2,2,4,3,3,3,3,,,,,,,,,,,,,,1,1,1,1,1,80,,,,,,,,,,,,
W1BLW0001245,2017-02-15 08:39:44,2017-02-15 08:44:04,3,1,2,3,3,2,3,1,3,3,3,3,3,2,2,2,3,,,,,,,,,,,3,1,4,2,3,4,4,2,3,4,2,2,4,2,2,3,3,,,,,,,,,,,,,,1,2,2,2,2,60,,,,,,,,,,,,
W1BLW0009559,2017-02-15 08:40:38,2017-02-15 08:45:33,2,2,3,3,2,1,3,2,2,2,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,3,4,3,3,1,2,4,2,2,4,3,3,3,3,,,,,,,,,,,,,,1,1,2,2,2,70,,,,,,,,,,,,
W1BLW0002684,2017-02-15 08:39:23,2017-02-15 08:46:57,1,1,3,3,3,1,1,1,2,3,2,2,3,2,1,1,2,,,,,,,,,,,2,1,1,1,4,2,4,1,1,4,1,1,4,1,4,4,4,,,,,,,,,,,,,,1,0,2,1,1,70,,,,,,,,,,,,
W1BLW0009536,2017-02-15 08:43:45,2017-02-15 08:48:59,2,2,2,3,2,2,3,2,2,3,3,1,3,2,2,2,2,,,,,,,,,,,3,4,3,2,3,4,4,2,3,4,2,1,4,2,2,3,3,,,,,,,,,,,,,,1,2,2,2,2,60,,,,,,,,,,,,
W1BLW0006611,2017-02-15 08:41:16,2017-02-15 08:50:15,3,2,3,3,1,2,3,2,2,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,3,3,3,4,2,3,3,2,2,4,2,3,3,3,,,,,,,,,,,,,,1,1,2,1,2,90,,,,,,,,,,,,
W1BLW0001309,2017-02-15 08:47:50,2017-02-15 08:56:15,2,2,3,3,3,2,3,1,2,3,3,3,3,3,3,3,3,,,,,,,,,,,2,2,3,1,3,3,4,1,1,4,1,1,4,3,3,4,3,,,,,,,,,,,,,,1,2,2,1,1,60,,,,,,,,,,,,
W1BLW0006634,2017-02-15 08:48:50,2017-02-15 08:57:06,2,1,2,2,2,2,2,0,1,2,2,2,2,2,2,2,2,,,,,,,,,,,2,1,2,1,3,3,3,1,3,3,2,2,4,2,3,3,3,,,,,,,,,,,,,,1,2,0,1,1,80,,,,,,,,,,,,
W1BLW0002208,2017-02-15 08:52:00,2017-02-15 08:58:31,2,1,3,3,2,3,2,1,1,2,3,3,3,2,3,2,2,,,,,,,,,,,2,1,3,2,3,3,4,1,1,4,1,1,4,3,3,2,2,,,,,,,,,,,,,,1,1,1,1,1,70,,,,,,,,,,,,
W1BLW0005458,2017-02-15 08:32:51,2017-02-15 09:03:42,2,1,3,3,2,3,3,1,1,3,2,2,3,3,3,2,2,,,,,,,,,,,3,2,3,3,3,3,4,2,4,4,3,2,3,3,3,4,3,,,,,,,,,,,,,,1,2,2,2,3,80,,,,,,,,,,,,
W1BLW0008239,2017-02-15 08:59:17,2017-02-15 09:07:41,3,3,3,1,3,3,3,1,3,3,3,3,3,3,3,2,2,,,,,,,,,,,2,3,3,2,3,3,4,1,2,4,3,1,4,3,3,4,2,,,,,,,,,,,,,,1,3,2,2,2,70,,,,,,,,,,,,
W1BLW0009654,2017-02-15 09:01:27,2017-02-15 09:11:31,3,3,3,3,3,3,3,2,2,2,3,1,3,3,2,2,3,,,,,,,,,,,2,1,1,2,3,2,3,1,2,3,1,1,4,3,2,3,3,,,,,,,,,,,,,,1,3,2,1,1,60,,,,,,,,,,,,
W1BLW0007912,2017-02-15 09:12:40,2017-02-15 09:16:13,2,2,2,3,3,3,3,2,2,2,3,2,3,3,3,3,2,,,,,,,,,,,3,2,3,3,3,3,3,3,2,4,3,2,3,3,3,3,3,,,,,,,,,,,,,,1,2,2,2,3,80,,,,,,,,,,,,
W1BLW0003497,2017-02-15 09:12:26,2017-02-15 09:21:56,2,2,3,3,3,2,3,0,3,2,3,3,3,1,3,3,3,,,,,,,,,,,2,1,4,1,2,2,3,3,,2,2,1,2,2,3,3,2,,,,,,,,,,,,,,1,2,1,3,2,70,,,,,,,,,,,,
W1BLW0003835,2017-02-15 09:16:13,2017-02-15 09:22:35,2,2,3,3,2,1,2,1,1,3,2,3,3,3,2,1,2,,,,,,,,,,,3,3,3,2,3,3,3,2,2,2,2,3,4,1,1,4,3,,,,,,,,,,,,,,1,1,1,2,1,70,,,,,,,,,,,,
W1BLW0002384,2017-02-15 09:17:04,2017-02-15 09:24:23,1,0,2,2,2,1,2,1,1,1,3,1,2,1,1,1,0,,,,,,,,,,,2,1,3,3,2,3,3,2,1,3,3,2,3,,,2,3,,,,,,,,,,,,,,1,1,0,1,1,90,,,,,,,,,,,,
W1BLW0004952,2017-02-15 08:39:43,2017-02-15 09:26:30,2,2,2,3,3,2,3,1,3,2,3,3,3,2,3,3,3,,,,,,,,,,,3,1,,3,3,3,4,2,1,4,1,3,4,3,3,4,4,,,,,,,,,,,,,,1,2,1,3,1,70,,,,,,,,,,,,
W1BLW0009566,2017-02-15 09:21:37,2017-02-15 09:26:37,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,,,,,,,,,,,2,2,2,2,3,3,3,1,2,4,1,1,4,2,3,3,2,,,,,,,,,,,,,,1,3,3,1,1,70,,,,,,,,,,,,
W1BLW0007857,2017-02-15 09:28:34,2017-02-15 09:32:25,2,2,2,3,2,2,2,1,2,3,3,1,3,2,2,2,2,,,,,,,,,,,2,1,3,4,4,3,4,1,1,4,4,2,4,3,4,4,2,,,,,,,,,,,,,,1,1,1,2,1,70,,,,,,,,,,,,
W1BLW0001330,2017-02-15 09:26:50,2017-02-15 09:35:07,2,2,3,3,3,3,3,1,3,3,3,2,3,3,2,3,3,,,,,,,,,,,3,2,3,2,4,3,4,1,,4,1,2,4,3,2,3,4,,,,,,,,,,,,,,1,1,1,2,2,90,,,,,,,,,,,,
W1BLW0006995,2017-02-15 09:30:13,2017-02-15 09:35:25,3,3,3,3,3,3,3,2,2,3,3,3,3,2,2,3,3,,,,,,,,,,,2,1,3,3,3,3,3,1,2,3,2,2,4,2,1,3,3,,,,,,,,,,,,,,1,3,1,2,1,60,,,,,,,,,,,,
W1BLW0009612,2017-02-15 09:30:07,2017-02-15 09:35:31,2,1,3,3,2,3,3,2,1,2,3,2,3,2,2,3,3,,,,,,,,,,,4,3,4,3,4,4,4,1,3,4,3,4,4,4,4,4,3,,,,,,,,,,,,,,1,1,3,1,2,90,,,,,,,,,,,,
W1BLW0001337,2017-02-15 09:31:47,2017-02-15 09:36:40,2,2,3,2,2,2,2,1,2,2,2,2,3,3,2,2,2,,,,,,,,,,,3,3,2,4,3,3,3,3,3,4,4,4,3,3,3,4,3,,,,,,,,,,,,,,1,1,2,3,3,90,,,,,,,,,,,,
W1BLW0005724,2017-02-15 09:32:19,2017-02-15 09:37:39,2,3,3,3,2,3,3,2,3,2,3,3,3,3,3,1,3,,,,,,,,,,,2,1,2,1,2,2,3,1,1,3,1,1,3,2,3,3,3,,,,,,,,,,,,,,1,3,3,1,2,50,,,,,,,,,,,,
W1BLW0008127,2017-02-15 09:33:29,2017-02-15 09:39:13,2,1,3,3,3,2,3,2,2,1,3,1,3,3,3,3,3,,,,,,,,,,,2,3,3,2,3,3,2,1,3,3,3,2,4,2,3,3,3,,,,,,,,,,,,,,1,0,3,2,2,80,,,,,,,,,,,,
W1BLW0009417,2017-02-15 09:34:51,2017-02-15 09:39:53,1,1,3,3,1,2,2,1,1,2,2,1,3,2,2,1,2,,,,,,,,,,,2,1,2,3,2,3,4,1,1,4,2,1,4,3,2,3,2,,,,,,,,,,,,,,1,1,2,2,1,90,,,,,,,,,,,,
W1BLW0006689,2017-02-15 09:35:41,2017-02-15 09:42:15,2,1,3,3,2,2,3,1,2,2,3,2,3,2,1,1,1,,,,,,,,,,,4,2,3,2,3,3,4,1,,4,2,3,4,3,3,4,3,,,,,,,,,,,,,,1,0,1,2,2,70,,,,,,,,,,,,
W1BLW0006969,2017-02-15 09:35:45,2017-02-15 09:42:31,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,2,1,3,3,3,3,3,2,2,2,3,2,4,3,2,4,2,,,,,,,,,,,,,,1,3,3,1,2,80,,,,,,,,,,,,
W1BLW0009114,2017-02-15 09:39:13,2017-02-15 09:44:04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,2,1,3,1,3,3,2,1,,4,1,2,3,2,3,3,3,,,,,,,,,,,,,,1,2,3,3,,70,,,,,,,,,,,,
W1BLW0002514,2017-02-15 09:42:44,2017-02-15 09:47:36,2,2,2,1,2,3,2,3,2,3,1,1,3,1,2,3,1,,,,,,,,,,,3,3,4,1,3,4,4,2,2,4,1,2,4,3,4,3,3,,,,,,,,,,,,,,1,2,1,1,2,70,,,,,,,,,,,,
W1BLW0007652,2017-02-15 09:41:28,2017-02-15 09:48:57,1,3,3,3,3,2,3,2,3,3,3,3,3,1,3,3,3,,,,,,,,,,,2,4,3,3,3,3,2,1,3,3,2,2,2,2,2,3,2,,,,,,,,,,,,,,1,3,3,2,1,80,,,,,,,,,,,,
W1BLW0007485,2017-02-15 09:45:47,2017-02-15 09:51:27,3,3,3,3,2,3,2,3,2,3,3,3,3,3,2,2,3,,,,,,,,,,,3,2,3,1,3,3,3,2,3,2,2,2,4,3,2,3,3,,,,,,,,,,,,,,1,2,2,3,3,70,,,,,,,,,,,,
W1BLW0003370,2017-02-15 09:43:13,2017-02-15 09:54:36,2,2,3,2,3,2,3,1,1,1,2,2,3,1,2,1,2,,,,,,,,,,,3,3,3,3,3,2,4,1,3,4,3,3,4,2,2,3,3,,,,,,,,,,,,,,1,1,2,2,2,80,,,,,,,,,,,,
W1BLW0002652,2017-02-15 09:54:22,2017-02-15 09:59:10,1,1,2,3,3,2,3,2,3,3,3,3,3,2,2,2,2,,,,,,,,,,,2,2,3,1,2,3,4,2,,,1,1,3,2,,2,2,,,,,,,,,,,,,,1,1,1,2,1,70,,,,,,,,,,,,
W1BLW0007467,2017-02-15 09:53:55,2017-02-15 10:01:13,3,1,2,3,2,2,3,0,2,3,2,2,3,1,3,2,2,,,,,,,,,,,2,2,2,2,4,3,4,1,3,3,2,3,4,2,4,3,3,,,,,,,,,,,,,,1,0,1,2,2,80,,,,,,,,,,,,
W1BLW0009528,2017-02-15 09:51:29,2017-02-15 10:01:58,3,2,3,3,3,3,3,1,2,3,3,3,3,2,2,1,2,,,,,,,,,,,2,2,1,3,2,3,3,2,2,3,3,1,3,2,1,3,3,,,,,,,,,,,,,,1,1,1,1,1,90,,,,,,,,,,,,
W1BLW0003308,2017-02-15 09:53:22,2017-02-15 10:02:31,2,1,2,3,2,3,2,1,1,1,3,1,3,3,2,1,2,,,,,,,,,,,3,2,3,3,3,3,4,2,3,3,3,1,3,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,2,70,,,,,,,,,,,,
W1BLW0009776,2017-02-15 09:55:27,2017-02-15 10:02:55,2,2,3,3,3,2,3,1,2,2,3,2,3,2,3,2,2,,,,,,,,,,,3,3,3,3,4,3,4,1,1,4,3,2,4,2,3,3,2,,,,,,,,,,,,,,1,1,2,1,2,70,,,,,,,,,,,,
W1BLW0003238,2017-02-15 09:54:57,2017-02-15 10:03:23,3,1,3,3,,1,3,1,1,0,3,1,3,2,2,2,3,,,,,,,,,,,4,2,1,4,,2,4,1,,4,4,4,4,4,3,4,4,,,,,,,,,,,,,,1,1,,3,,90,,,,,,,,,,,,
W1BLW0003732,2017-02-15 09:59:50,2017-02-15 10:04:01,2,0,2,3,2,1,2,1,1,3,2,1,3,2,1,1,2,,,,,,,,,,,3,3,4,3,4,3,4,3,3,4,3,3,4,3,4,4,4,,,,,,,,,,,,,,1,0,1,3,3,80,,,,,,,,,,,,
W1BLW0009648,2017-02-15 10:03:28,2017-02-15 10:07:23,3,3,3,3,3,3,3,3,3,2,3,3,3,1,2,3,2,,,,,,,,,,,1,1,3,1,3,2,3,2,3,4,1,1,4,2,3,4,3,,,,,,,,,,,,,,1,2,0,2,3,70,,,,,,,,,,,,
W1BLW0008808,2017-02-15 10:00:25,2017-02-15 10:09:15,2,2,2,3,3,3,2,1,1,2,3,1,3,2,2,2,2,,,,,,,,,,,3,1,3,3,3,4,4,2,2,4,2,1,4,3,3,3,3,,,,,,,,,,,,,,1,1,1,2,2,70,,,,,,,,,,,,
W1BLW0004641,2017-02-15 10:02:32,2017-02-15 10:13:03,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,,,,,,,,,,,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,3,,,,,,,,,,,,,,1,3,2,2,2,50,,,,,,,,,,,,
W1BLW0001841,2017-02-15 10:12:49,2017-02-15 10:17:22,3,2,2,3,3,2,2,2,3,2,2,2,3,3,3,3,3,,,,,,,,,,,3,2,2,2,2,3,3,2,3,4,2,3,3,3,3,3,3,,,,,,,,,,,,,,1,3,3,2,3,70,,,,,,,,,,,,
W1BLW0006886,2017-02-15 10:10:16,2017-02-15 10:17:54,2,3,3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,,,,,,,,,,,3,3,2,4,2,2,3,1,3,3,3,2,4,2,3,3,3,,,,,,,,,,,,,,1,2,2,1,1,70,,,,,,,,,,,,
W1BLW0008221,2017-02-15 10:12:54,2017-02-15 10:18:07,2,3,3,2,2,1,3,1,2,3,3,1,3,2,2,2,3,,,,,,,,,,,4,3,3,3,3,4,4,3,3,3,3,3,4,4,4,4,4,,,,,,,,,,,,,,1,1,2,3,3,80,,,,,,,,,,,,
W1BLW0002589,2017-02-15 10:13:32,2017-02-15 10:18:59,3,2,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,,,,,,,,,,,2,1,3,2,2,4,3,2,1,4,2,3,3,2,2,4,3,,,,,,,,,,,,,,1,2,2,1,1,70,,,,,,,,,,,,
W1BLW0005185,2017-02-15 10:14:58,2017-02-15 10:19:12,2,2,3,2,2,2,2,2,2,1,3,2,3,3,1,1,1,,,,,,,,,,,3,3,4,3,3,4,4,2,3,4,3,2,4,4,3,4,3,,,,,,,,,,,,,,1,1,2,2,2,70,,,,,,,,,,,,
W1BLW0008565,2017-02-15 10:13:46,2017-02-15 10:22:13,3,3,3,3,3,3,3,1,3,3,3,3,3,2,2,3,2,,,,,,,,,,,3,2,3,2,1,2,3,2,1,3,3,4,4,2,2,2,2,,,,,,,,,,,,,,1,3,1,2,1,40,,,,,,,,,,,,
W1BLW0008706,2017-02-15 10:18:00,2017-02-15 10:25:39,2,3,3,3,3,2,2,0,3,3,3,2,3,3,2,3,3,,,,,,,,,,,1,2,3,1,2,2,3,2,1,3,2,1,4,1,3,3,2,,,,,,,,,,,,,,1,2,2,2,1,60,,,,,,,,,,,,
W1BLW0007916,2017-02-15 10:17:45,2017-02-15 10:25:57,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,,,,,,,,,,,3,2,3,3,3,3,4,2,3,4,3,3,4,3,3,4,3,,,,,,,,,,,,,,1,2,3,2,2,80,,,,,,,,,,,,
W1BLW0008419,2017-02-15 10:22:59,2017-02-15 10:26:43,3,2,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,,2,3,3,4,1,,4,3,1,3,2,3,3,3,,,,,,,,,,,,,,1,1,2,2,2,70,,,,,,,,,,,,
W1BLW0007334,2017-02-15 10:24:22,2017-02-15 10:28:18,3,3,3,3,3,2,3,2,2,2,3,2,3,3,2,3,3,,,,,,,,,,,2,1,,2,,2,4,2,2,3,1,1,4,3,3,4,3,,,,,,,,,,,,,,1,2,2,2,2,80,,,,,,,,,,,,
W1BLW0007817,2017-02-15 10:22:52,2017-02-15 10:29:12,2,2,2,2,2,2,2,1,2,3,2,2,3,1,2,2,2,,,,,,,,,,,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,1,0,2,3,3,80,,,,,,,,,,,,
W1BLW0001992,2017-02-15 10:26:30,2017-02-15 10:31:55,3,2,3,3,3,3,3,0,1,3,3,2,3,3,2,1,2,,,,,,,,,,,3,2,4,3,3,3,4,1,3,4,3,2,4,3,4,4,4,,,,,,,,,,,,,,1,3,1,1,1,80,,,,,,,,,,,,
W1BLW0006979,2017-02-15 10:04:40,2017-02-15 10:32:26,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,,,,,,,,,,,3,2,3,3,3,2,2,3,3,4,3,4,3,3,4,3,4,,,,,,,,,,,,,,1,1,2,2,2,70,,,,,,,,,,,,
W1BLW0004433,2017-02-15 10:27:07,2017-02-15 10:33:17,3,2,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,2,2,2,2,2,2,1,1,2,1,2,2,2,3,3,2,,,,,,,,,,,,,,1,2,1,3,3,70,,,,,,,,,,,,
W1BLW0009115,2017-02-15 10:25:12,2017-02-15 10:36:37,3,2,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,,,,,,,,,,,3,2,3,4,3,3,3,2,2,3,3,2,4,2,2,3,3,,,,,,,,,,,,,,1,2,3,3,2,70,,,,,,,,,,,,
W1BLW0006322,2017-02-15 10:32:10,2017-02-15 10:36:49,2,2,2,3,3,3,2,1,3,2,3,3,3,3,2,2,3,,,,,,,,,,,3,2,3,3,4,3,3,,1,3,3,4,4,3,4,4,4,,,,,,,,,,,,,,1,2,2,3,2,70,,,,,,,,,,,,
W1BLW0003507,2017-02-15 10:30:06,2017-02-15 10:38:21,3,2,3,3,3,2,3,1,3,2,3,3,3,3,3,3,3,,,,,,,,,,,1,1,1,2,2,3,3,1,1,4,1,1,4,3,3,4,3,,,,,,,,,,,,,,1,1,1,2,1,70,,,,,,,,,,,,
W1BLW0007262,2017-02-15 10:31:58,2017-02-15 10:38:30,2,2,3,3,3,3,3,1,2,3,3,1,3,2,3,2,3,,,,,,,,,,,3,3,3,3,3,3,3,2,,4,3,1,4,1,3,3,3,,,,,,,,,,,,,,1,1,1,1,3,80,,,,,,,,,,,,
W1BLW0006595,2017-02-15 08:55:18,2017-02-15 10:40:01,2,2,3,3,3,3,3,1,2,3,3,1,3,3,2,3,3,,,,,,,,,,,3,3,2,4,3,3,4,3,2,4,3,1,3,3,3,3,3,,,,,,,,,,,,,,1,1,2,2,2,80,,,,,,,,,,,,
W1BLW0008202,2017-02-15 10:38:17,2017-02-15 10:43:44,3,3,3,3,3,2,3,1,3,3,2,3,3,3,3,3,3,,,,,,,,,,,2,1,2,2,1,,4,1,1,2,1,1,4,3,3,3,3,,,,,,,,,,,,,,1,2,2,1,1,60,,,,,,,,,,,,
W1BLW0008547,2017-02-15 10:40:06,2017-02-15 10:43:48,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,,,,,,,,,,,,,,1,3,3,4,4,100,,,,,,,,,,,,
W1BLW0001328,2017-02-15 10:37:57,2017-02-15 10:45:19,2,1,3,2,2,1,3,2,2,2,3,1,3,3,3,3,3,,,,,,,,,,,3,2,3,2,3,3,3,2,3,4,1,2,3,3,2,3,3,,,,,,,,,,,,,,1,1,2,3,1,70,,,,,,,,,,,,
W1BLW0004445,2017-02-15 10:43:22,2017-02-15 10:46:31,2,2,3,2,2,3,1,1,3,2,2,2,3,3,2,3,3,,,,,,,,,,,2,2,2,3,3,4,2,2,1,4,2,3,4,3,2,3,2,,,,,,,,,,,,,,1,2,2,1,2,60,,,,,,,,,,,,
W1BLW0008569,2017-02-15 10:43:51,2017-02-15 10:48:00,2,1,3,2,3,2,3,1,2,2,3,3,3,1,2,2,2,,,,,,,,,,,2,2,2,1,3,3,3,1,1,3,1,4,4,2,3,3,2,,,,,,,,,,,,,,1,1,1,1,2,70,,,,,,,,,,,,
W1BLW0004674,2017-02-15 10:45:06,2017-02-15 10:49:04,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,1,3,1,3,3,3,2,2,1,1,2,3,3,3,3,2,,,,,,,,,,,,,,1,2,2,1,2,70,,,,,,,,,,,,
W1BLW0004911,2017-02-15 10:42:45,2017-02-15 10:49:39,2,3,3,3,2,2,3,0,2,3,3,3,3,2,3,2,2,,,,,,,,,,,3,3,3,3,4,3,4,2,3,4,3,3,3,3,3,3,4,,,,,,,,,,,,,,1,1,1,2,3,80,,,,,,,,,,,,
W1BLW0004656,2017-02-15 10:46:46,2017-02-15 10:50:44,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,2,1,2,2,1,2,3,2,4,1,1,2,2,1,2,1,,,,,,,,,,,,,,1,2,3,2,1,40,,,,,,,,,,,,
W1BLW0005389,2017-02-15 10:46:22,2017-02-15 10:51:40,2,2,3,3,3,3,3,1,3,2,2,1,3,3,3,3,2,,,,,,,,,,,2,2,2,1,2,3,3,1,2,3,2,2,3,1,1,3,2,,,,,,,,,,,,,,1,1,1,2,2,60,,,,,,,,,,,,
W1BLW0001740,2017-02-15 10:48:52,2017-02-15 10:53:16,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,,,,,,,,,,,2,1,1,2,2,1,3,2,2,3,2,1,3,2,1,3,2,,,,,,,,,,,,,,1,3,2,1,1,40,,,,,,,,,,,,
W1BLW0005928,2017-02-15 10:52:47,2017-02-15 10:58:05,3,1,3,2,2,2,2,1,1,2,1,0,3,3,3,2,2,,,,,,,,,,,3,2,4,3,4,3,4,2,3,4,3,2,4,3,4,3,3,,,,,,,,,,,,,,1,2,1,2,2,70,,,,,,,,,,,,
W1BLW0008861,2017-02-15 10:54:19,2017-02-15 10:58:12,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,,,,,,,,,,,2,2,3,2,3,2,3,1,3,3,2,3,3,3,3,4,3,,,,,,,,,,,,,,1,3,3,2,2,70,,,,,,,,,,,,
W1BLW0008742,2017-02-15 10:51:07,2017-02-15 10:58:50,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,2,1,2,2,2,2,3,1,2,2,3,2,2,2,2,3,2,,,,,,,,,,,,,,1,2,2,2,1,70,,,,,,,,,,,,
W1BLW0001338,2017-02-15 10:53:57,2017-02-15 10:59:42,2,2,3,3,2,2,3,1,2,3,3,1,3,3,2,3,3,,,,,,,,,,,2,2,3,3,3,3,3,2,2,4,1,1,4,3,2,3,3,,,,,,,,,,,,,,1,1,2,1,1,70,,,,,,,,,,,,
W1BLW0002378,2017-02-15 10:58:54,2017-02-15 11:02:05,2,2,2,3,1,2,2,2,2,3,3,3,3,3,1,1,1,,,,,,,,,,,3,2,3,3,3,2,4,2,3,4,2,3,4,3,3,3,3,,,,,,,,,,,,,,1,0,2,2,2,80,,,,,,,,,,,,
W1BLW0002215,2017-02-15 10:30:51,2017-02-15 11:03:26,3,2,3,3,3,1,3,2,2,3,3,3,3,1,3,3,2,,,,,,,,,,,2,1,3,2,2,3,3,1,3,4,3,4,2,2,2,2,3,,,,,,,,,,,,,,1,1,1,1,1,70,,,,,,,,,,,,
W1BLW0009236,2017-02-15 10:56:10,2017-02-15 11:03:48,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,4,3,3,3,2,1,3,3,2,4,2,2,3,3,,,,,,,,,,,,,,1,3,3,3,3,80,,,,,,,,,,,,
W1BLW0002854,2017-02-15 10:53:34,2017-02-15 11:03:59,2,1,2,1,3,3,3,1,1,2,1,1,3,3,2,2,1,,,,,,,,,,,3,3,3,3,4,3,4,3,3,4,3,1,4,3,4,4,4,,,,,,,,,,,,,,1,0,2,2,2,80,,,,,,,,,,,,
W1BLW0004841,2017-02-15 11:01:39,2017-02-15 11:05:00,2,1,2,1,1,3,1,0,2,2,0,1,3,3,2,1,1,,,,,,,,,,,3,2,3,3,4,3,4,1,3,4,3,1,4,3,3,4,3,,,,,,,,,,,,,,1,0,0,3,2,90,,,,,,,,,,,,
W1BLW0003365,2017-02-15 11:00:18,2017-02-15 11:06:11,2,1,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,1,3,1,1,1,1,1,1,2,1,1,4,3,2,3,2,,,,,,,,,,,,,,1,0,1,1,2,70,,,,,,,,,,,,
