caseid,start,end,imp_misconduct,imp_private_gain,imp_monitor_opponents,imp_equal_rights,imp_journalists,imp_private_violence,imp_free_speech,imp_patriotism,imp_foreign_influence,imp_ban_ideology,imp_voting_rights,imp_votes_impact,imp_election_fraud,imp_expand_executive,imp_legislature_check,imp_judiciary_check,imp_judicial_ind,imp_participation,imp_funds_transparent,imp_contributions,imp_opinions,imp_districts,imp_common_und,imp_compromise,imp_candidates_disclose,imp_protest,imp_investigations,perf_misconduct,perf_private_gain,perf_monitor_opponents,perf_equal_rights,perf_journalists,perf_private_violence,perf_free_speech,perf_patriotism,perf_foreign_influence,perf_ban_ideology,perf_voting_rights,perf_votes_impact,perf_election_fraud,perf_expand_executive,perf_legislature_check,perf_judiciary_check,perf_judicial_ind,perf_participation,perf_funds_transparent,perf_contributions,perf_opinions,perf_districts,perf_common_und,perf_compromise,perf_candidates_disclose,perf_protest,perf_investigations,US_2017_SEPT,faculty_rank,field,wave,imp_science,imp_restraint,perf_science,perf_restraint,US_2017_FEB,US_2017_MAY,US_2015,US_2005,US_1995,US_1985,US_1975,US_1950,US_1900,US_1850,US_1800,democracy_importance,US_democracy_rating
W1BLW0004617,2017-02-14 18:12:40,2017-02-14 18:22:32,Beneficial,Beneficial,Essential,Beneficial,Important,Important,Essential,Beneficial,Beneficial,Essential,Beneficial,Beneficial,Essential,Important,Important,Important,Important,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Does not meet,Fully meets,Mostly meets,Mostly meets,,Mostly meets,,,,,,,,,,,,,,1,Not relevant,Beneficial,Partly meets,Partly meets,90,,,,,,,,,,,,
W1BLW0006657,2017-02-14 17:03:55,2017-02-14 18:23:16,Essential,Important,Essential,Essential,Important,Essential,Essential,Important,Important,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Important,Mostly meets,Does not meet,80,,,,,,,,,,,,
W1BLW0004836,2017-02-14 18:17:32,2017-02-14 18:23:53,Important,Beneficial,Important,Important,Important,Beneficial,Essential,Important,Important,Important,Important,Important,Essential,Important,Essential,Essential,Important,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Does not meet,Partly meets,Mostly meets,Mostly meets,Does not meet,Fully meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Beneficial,Mostly meets,Partly meets,50,,,,,,,,,,,,
W1BLW0001261,2017-02-14 18:17:32,2017-02-14 18:24:01,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Does not meet,Partly meets,Fully meets,Partly meets,Partly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Essential,Important,Mostly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0008608,2017-02-14 18:22:34,2017-02-14 18:25:29,Important,Important,Essential,Essential,Important,Important,Essential,Not relevant,Important,Essential,Essential,Important,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,Mostly meets,Does not meet,Partly meets,Mostly meets,Mostly meets,,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Partly meets,Partly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Important,Partly meets,Partly meets,60,,,,,,,,,,,,
W1BLW0001853,2017-02-14 18:15:29,2017-02-14 18:27:25,Important,Important,Essential,Essential,Essential,Essential,Essential,Beneficial,Beneficial,Beneficial,Essential,Beneficial,Essential,Essential,Important,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Partly meets,Partly meets,Fully meets,Mostly meets,Does not meet,Mostly meets,Partly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0001573,2017-02-14 18:18:38,2017-02-14 18:28:01,Important,Important,Essential,Essential,Important,Essential,Essential,Important,Essential,Important,Essential,Important,Important,Essential,Important,Important,Essential,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Partly meets,Fully meets,Partly meets,Does not meet,Fully meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0009151,2017-02-14 18:21:58,2017-02-14 18:28:12,Important,Important,Important,Essential,Essential,Beneficial,Essential,Beneficial,Important,Essential,Essential,Important,Essential,Important,Essential,Essential,Important,,,,,,,,,,,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,Fully meets,Partly meets,Does not meet,Fully meets,Partly meets,Partly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Important,Partly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0005687,2017-02-14 18:24:23,2017-02-14 18:28:46,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Essential,Essential,Partly meets,Mostly meets,80,,,,,,,,,,,,
W1BLW0002267,2017-02-14 18:25:26,2017-02-14 18:29:31,Essential,Beneficial,Essential,Essential,Important,Essential,Important,Not relevant,Beneficial,Not relevant,Not relevant,Not relevant,Important,Essential,Important,Important,Important,,,,,,,,,,,Does not meet,Partly meets,Does not meet,Mostly meets,Fully meets,Mostly meets,Fully meets,Does not meet,Fully meets,Mostly meets,Mostly meets,Partly meets,Fully meets,Partly meets,Partly meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Not relevant,Essential,Partly meets,Does not meet,80,,,,,,,,,,,,
W1BLW0002689,2017-02-14 18:26:15,2017-02-14 18:31:28,Beneficial,Beneficial,Important,Important,Important,Beneficial,Important,Beneficial,Beneficial,Important,Important,Important,Essential,Essential,Important,Important,Important,,,,,,,,,,,Fully meets,Partly meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Does not meet,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Does not meet,90,,,,,,,,,,,,
W1BLW0006857,2017-02-14 18:20:11,2017-02-14 18:32:01,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Beneficial,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Important,,,,,,,,,,,Partly meets,Does not meet,Mostly meets,Does not meet,Mostly meets,Mostly meets,Fully meets,Does not meet,Partly meets,Fully meets,Does not meet,Does not meet,Fully meets,Partly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Beneficial,Does not meet,Does not meet,60,,,,,,,,,,,,
W1BLW0002052,2017-02-14 18:28:07,2017-02-14 18:32:31,Essential,Essential,Essential,Essential,Important,Essential,Important,Important,Essential,Essential,Important,Important,Essential,Essential,Important,Important,Important,,,,,,,,,,,Partly meets,Does not meet,Mostly meets,Does not meet,Mostly meets,Partly meets,Mostly meets,Does not meet,Partly meets,Fully meets,Partly meets,Does not meet,Fully meets,Partly meets,Partly meets,Fully meets,Partly meets,,,,,,,,,,,,,,1,Essential,Important,Does not meet,Does not meet,70,,,,,,,,,,,,
W1BLW0007773,2017-02-14 18:27:16,2017-02-14 18:33:38,Important,Beneficial,Essential,Essential,Important,Essential,Important,Important,Important,Important,Important,Important,Essential,Important,Important,Important,Essential,,,,,,,,,,,Partly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Fully meets,Fully meets,Does not meet,,Fully meets,Partly meets,Does not meet,Mostly meets,Does not meet,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Essential,Essential,Partly meets,Partly meets,60,,,,,,,,,,,,
W1BLW0009801,2017-02-14 18:27:33,2017-02-14 18:35:10,Important,Important,Essential,Essential,Essential,Important,Important,Beneficial,Essential,Essential,Essential,Important,Essential,Important,Essential,Essential,Important,,,,,,,,,,,Mostly meets,Partly meets,Partly meets,Partly meets,Mostly meets,Mostly meets,Fully meets,Does not meet,Mostly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Essential,Partly meets,Does not meet,80,,,,,,,,,,,,
W1BLW0006111,2017-02-14 18:22:05,2017-02-14 18:36:05,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Important,,,,,,,,,,,Partly meets,Does not meet,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Does not meet,Fully meets,Mostly meets,Does not meet,Mostly meets,Partly meets,Fully meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Partly meets,40,,,,,,,,,,,,
W1BLW0005411,2017-02-14 18:25:57,2017-02-14 18:36:33,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Fully meets,Fully meets,Fully meets,Mostly meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Important,Important,Fully meets,Fully meets,90,,,,,,,,,,,,
W1BLW0005878,2017-02-14 18:32:24,2017-02-14 18:38:54,Essential,Essential,Essential,Essential,Essential,Important,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Important,Important,Mostly meets,Mostly meets,80,,,,,,,,,,,,
W1BLW0008200,2017-02-14 18:31:11,2017-02-14 18:39:20,Essential,Important,Essential,Essential,Essential,Essential,Important,Important,Important,Important,Essential,Important,Essential,Essential,Important,Essential,Essential,,,,,,,,,,,Fully meets,Mostly meets,Mostly meets,Partly meets,Fully meets,Fully meets,Fully meets,Partly meets,Mostly meets,Fully meets,Partly meets,Does not meet,Fully meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,,,,,,,,,,,,,,1,Important,Important,Partly meets,Mostly meets,80,,,,,,,,,,,,
W1BLW0001247,2017-02-14 18:29:38,2017-02-14 18:40:14,Beneficial,Beneficial,Essential,Important,Essential,Essential,Essential,Beneficial,Essential,Essential,Essential,Important,Essential,Beneficial,Not relevant,Beneficial,Important,,,,,,,,,,,Partly meets,Does not meet,Fully meets,Does not meet,Mostly meets,Fully meets,Mostly meets,Does not meet,Does not meet,Fully meets,Does not meet,Does not meet,Fully meets,Partly meets,Mostly meets,Fully meets,Does not meet,,,,,,,,,,,,,,1,Beneficial,Important,Does not meet,Does not meet,70,,,,,,,,,,,,
W1BLW0005180,2017-02-14 18:33:46,2017-02-14 18:40:29,Important,Essential,Essential,Essential,Essential,Beneficial,Essential,Important,Essential,Important,Essential,Important,Essential,Important,Important,Essential,Essential,,,,,,,,,,,Mostly meets,Does not meet,Mostly meets,Does not meet,Mostly meets,Fully meets,Mostly meets,Does not meet,Does not meet,Fully meets,Does not meet,Does not meet,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Beneficial,Partly meets,Does not meet,50,,,,,,,,,,,,
W1BLW0008661,2017-02-14 18:36:34,2017-02-14 18:40:59,Essential,Important,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Important,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,Partly meets,Does not meet,Mostly meets,Partly meets,Mostly meets,Does not meet,Mostly meets,Fully meets,Partly meets,Partly meets,Partly meets,Mostly meets,Partly meets,Fully meets,Partly meets,,,,,,,,,,,,,,1,Important,Beneficial,Partly meets,Does not meet,40,,,,,,,,,,,,
W1BLW0002219,2017-02-14 18:35:49,2017-02-14 18:41:11,Essential,Important,Essential,Essential,Important,Essential,Essential,Beneficial,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,,Does not meet,Partly meets,Mostly meets,Mostly meets,Does not meet,,Fully meets,Partly meets,Does not meet,Partly meets,Does not meet,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Essential,Important,Partly meets,Does not meet,50,,,,,,,,,,,,
W1BLW0001734,2017-02-14 18:36:58,2017-02-14 18:42:03,Important,Beneficial,Essential,Important,Essential,Important,Important,Beneficial,Beneficial,Essential,Essential,Beneficial,Essential,Important,Important,Important,Important,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Does not meet,Partly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Partly meets,70,,,,,,,,,,,,
W1BLW0001687,2017-02-14 18:36:56,2017-02-14 18:42:14,Important,Essential,Essential,Important,Important,Important,Important,Important,Essential,Essential,Essential,Important,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Does not meet,Partly meets,Does not meet,Partly meets,Partly meets,Mostly meets,Does not meet,Does not meet,Fully meets,Does not meet,Does not meet,Partly meets,Does not meet,Fully meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Important,Beneficial,Partly meets,Does not meet,60,,,,,,,,,,,,
W1BLW0008845,2017-02-14 18:38:31,2017-02-14 18:42:17,Essential,Essential,Essential,Essential,Essential,Essential,Important,Important,Important,Essential,Essential,Essential,Essential,Beneficial,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,Partly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Partly meets,Partly meets,Fully meets,,,,,,,,,,,,,,1,Beneficial,Important,Partly meets,Partly meets,80,,,,,,,,,,,,
W1BLW0009758,2017-02-14 18:30:58,2017-02-14 18:43:00,Essential,Essential,Important,Important,Essential,Important,Important,Beneficial,Essential,Essential,Important,Important,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Partly meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Does not meet,Mostly meets,Does not meet,Fully meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Important,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0009506,2017-02-14 18:37:51,2017-02-14 18:45:10,Beneficial,Beneficial,Essential,Essential,Essential,Beneficial,Essential,Beneficial,Beneficial,Important,Essential,Beneficial,Essential,Important,Beneficial,Not relevant,Essential,,,,,,,,,,,Partly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Does not meet,Mostly meets,Fully meets,Does not meet,Does not meet,Mostly meets,Mostly meets,Fully meets,Fully meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Partly meets,90,,,,,,,,,,,,
W1BLW0001324,2017-02-14 18:43:01,2017-02-14 18:47:24,Essential,Important,Essential,Essential,Essential,Important,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,Does not meet,Partly meets,Partly meets,Does not meet,Does not meet,Does not meet,Mostly meets,Partly meets,Partly meets,Partly meets,Fully meets,Mostly meets,,,Does not meet,,,,,,,,,,,,,,1,Essential,Important,Does not meet,Does not meet,40,,,,,,,,,,,,
W1BLW0006906,2017-02-14 18:44:55,2017-02-14 18:51:23,Important,Beneficial,Beneficial,Beneficial,Beneficial,Important,Important,Beneficial,Beneficial,Beneficial,Beneficial,Beneficial,Essential,Beneficial,Important,Important,Important,,,,,,,,,,,Mostly meets,Partly meets,Does not meet,Partly meets,Partly meets,Mostly meets,Partly meets,Does not meet,Partly meets,Mostly meets,Partly meets,Partly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0007016,2017-02-14 18:50:40,2017-02-14 18:53:26,Important,Beneficial,Important,Important,Essential,Important,Essential,Beneficial,Essential,Important,Important,Beneficial,Essential,Important,Essential,Important,Essential,,,,,,,,,,,Partly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Does not meet,Does not meet,Fully meets,Partly meets,Partly meets,Partly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Beneficial,Partly meets,Does not meet,60,,,,,,,,,,,,
W1BLW0002944,2017-02-14 18:43:35,2017-02-14 18:54:15,Essential,Beneficial,Essential,Important,Important,Important,Beneficial,Important,Important,Important,Essential,Important,Important,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Partly meets,Partly meets,Mostly meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Important,Does not meet,Does not meet,70,,,,,,,,,,,,
W1BLW0009049,2017-02-14 18:48:00,2017-02-14 18:54:49,Important,Important,Essential,Essential,Important,Important,Important,Important,Essential,Essential,Essential,Essential,Essential,Important,Important,Important,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Mostly meets,Fully meets,Fully meets,Partly meets,Fully meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Essential,Does not meet,Mostly meets,70,,,,,,,,,,,,
W1BLW0008763,2017-02-14 18:52:20,2017-02-14 18:56:01,Important,Essential,Essential,Essential,Essential,Beneficial,Essential,Beneficial,Important,Essential,Essential,Important,Essential,Essential,Beneficial,Important,Important,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Mostly meets,Fully meets,Mostly meets,Does not meet,Fully meets,Fully meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Not relevant,Beneficial,Partly meets,Does not meet,90,,,,,,,,,,,,
W1BLW0004909,2017-02-14 18:53:14,2017-02-14 18:57:06,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Does not meet,Partly meets,Fully meets,Mostly meets,Does not meet,Mostly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Essential,Important,Partly meets,Partly meets,90,,,,,,,,,,,,
W1BLW0004965,2017-02-14 18:51:33,2017-02-14 18:58:02,Essential,Essential,Essential,Important,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Beneficial,Essential,Essential,,,,,,,,,,,Does not meet,Does not meet,Partly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Does not meet,Does not meet,Mostly meets,Does not meet,Does not meet,Mostly meets,Partly meets,Does not meet,Partly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Does not meet,70,,,,,,,,,,,,
W1BLW0003039,2017-02-14 18:52:23,2017-02-14 18:59:53,Important,Essential,Essential,Essential,Important,Essential,Essential,Beneficial,Important,Beneficial,Important,Important,Essential,Essential,Important,Essential,Essential,,,,,,,,,,,Partly meets,,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Does not meet,,Partly meets,,Partly meets,Fully meets,,,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Important,Important,Does not meet,Partly meets,70,,,,,,,,,,,,
W1BLW0007784,2017-02-14 18:53:34,2017-02-14 19:00:28,Essential,Essential,Essential,Essential,Essential,Important,Essential,Beneficial,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,Partly meets,Partly meets,Partly meets,,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Does not meet,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Essential,Beneficial,Partly meets,Does not meet,70,,,,,,,,,,,,
W1BLW0002358,2017-02-14 18:50:09,2017-02-14 19:00:33,Important,Important,Essential,Essential,Important,Essential,Essential,Not relevant,Beneficial,Essential,Essential,Beneficial,Essential,Beneficial,Essential,Essential,Beneficial,,,,,,,,,,,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Partly meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,Fully meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Mostly meets,Partly meets,100,,,,,,,,,,,,
W1BLW0009001,2017-02-14 18:55:52,2017-02-14 19:01:11,Important,Beneficial,Important,Essential,Important,Not relevant,Important,Beneficial,Essential,Important,Essential,Important,Essential,Important,Important,Important,Important,,,,,,,,,,,Partly meets,Does not meet,Does not meet,Does not meet,Mostly meets,Partly meets,Partly meets,Does not meet,Partly meets,Mostly meets,Does not meet,Does not meet,Does not meet,Does not meet,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Important,Important,Does not meet,Does not meet,40,,,,,,,,,,,,
W1BLW0004950,2017-02-14 18:54:22,2017-02-14 19:01:28,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Important,Essential,Essential,Essential,Essential,Important,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Partly meets,Does not meet,Partly meets,Does not meet,Partly meets,Does not meet,Partly meets,Mostly meets,Does not meet,Does not meet,Partly meets,Partly meets,Partly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Important,Essential,Partly meets,Does not meet,60,,,,,,,,,,,,
W1BLW0005924,2017-02-14 18:50:45,2017-02-14 19:02:14,Essential,Important,Essential,Essential,Essential,Beneficial,Essential,Beneficial,Beneficial,Important,Essential,Essential,Essential,Essential,Important,Essential,Essential,,,,,,,,,,,Partly meets,Does not meet,Does not meet,Partly meets,Partly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,Fully meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0002954,2017-02-14 18:44:11,2017-02-14 19:03:01,Important,Essential,Important,Essential,Important,Important,Essential,Important,Important,Essential,Essential,Essential,Essential,Essential,Essential,Important,Important,,,,,,,,,,,Partly meets,Does not meet,Partly meets,Does not meet,Partly meets,Mostly meets,Partly meets,Partly meets,Does not meet,Partly meets,Does not meet,Does not meet,Partly meets,Partly meets,Partly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Important,Important,Does not meet,Partly meets,40,,,,,,,,,,,,
W1BLW0004210,2017-02-14 18:54:07,2017-02-14 19:03:05,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Important,Essential,Essential,Essential,Important,Essential,Essential,Essential,,,,,,,,,,,Partly meets,Does not meet,Partly meets,Does not meet,Does not meet,Partly meets,Partly meets,Does not meet,Does not meet,Partly meets,Does not meet,Does not meet,Fully meets,Partly meets,Partly meets,Partly meets,Partly meets,,,,,,,,,,,,,,1,Essential,Important,Partly meets,Does not meet,40,,,,,,,,,,,,
W1BLW0004843,2017-02-14 18:55:27,2017-02-14 19:03:06,Important,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Partly meets,Mostly meets,Does not meet,Partly meets,,Mostly meets,Does not meet,Mostly meets,Mostly meets,Does not meet,Does not meet,Fully meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Essential,Important,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0009358,2017-02-14 19:00:36,2017-02-14 19:04:21,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,Essential,,,,,,,,,,,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Mostly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Essential,Essential,Mostly meets,Partly meets,90,,,,,,,,,,,,
W1BLW0006736,2017-02-14 18:59:14,2017-02-14 19:06:38,Essential,Important,Important,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,Important,Essential,Important,Beneficial,Important,Essential,,,,,,,,,,,Partly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,Fully meets,Fully meets,Partly meets,Mostly meets,Fully meets,Mostly meets,Partly meets,Mostly meets,Partly meets,Mostly meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Important,Beneficial,Partly meets,Partly meets,70,,,,,,,,,,,,
W1BLW0007863,2017-02-14 18:55:23,2017-02-14 19:07:20,Important,Beneficial,Important,Beneficial,Important,Beneficial,Important,Not relevant,Important,Essential,Important,Beneficial,Important,Beneficial,Important,Important,Important,,,,,,,,,,,Partly meets,Does not meet,Does not meet,Does not meet,Does not meet,Partly meets,Mostly meets,Does not meet,Does not meet,Mostly meets,Does not meet,Does not meet,Mostly meets,Does not meet,Mostly meets,Mostly meets,Partly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Partly meets,80,,,,,,,,,,,,
W1BLW0006340,2017-02-14 18:57:38,2017-02-14 19:08:03,Essential,Important,Essential,Essential,Essential,Essential,Essential,Beneficial,Essential,Essential,Essential,Essential,Essential,Essential,Important,Essential,Essential,,,,,,,,,,,Partly meets,Partly meets,Mostly meets,Does not meet,Mostly meets,Partly meets,Fully meets,Does not meet,Does not meet,Fully meets,Does not meet,Does not meet,Fully meets,Mostly meets,Fully meets,Mostly meets,Mostly meets,,,,,,,,,,,,,,1,Beneficial,Beneficial,Does not meet,Partly meets,70,,,,,,,,,,,,
